Loc,ID,Pat,Mat,Block,Initial,Germ,Pods,NumPods,NumSeeds,EarliestGerm,EarliestFlowPod,CrossType
2.4.6,GC,139A,330A,2,5,1,0,0,0,139,237,Fac
2.4.7,AP,R80D,P62E,2,5,0,0,0,0,NA,NA,Nes
2.4.8,BT,R83F,R85I,2,4,2,0,0,0,132,216,Nes
2.4.9,GH,122C,14C,2,5,0,0,0,0,NA,NA,Fac
2.5.1,FD,356A,136A,2,2,1,0,0,0,132,NA,Fac
2.5.10,BC,B51C,P63L,2,5,1,0,0,0,132,NA,Nes
2.5.11,EW,31A,11A,2,2,0,0,0,0,NA,NA,Fac
2.5.12,BZ,Y124D,Y126C,2,5,5,1,1,8,132,223,Nes
2.5.13,CK,Y123G,P63B,2,5,5,5,69,64,132,209,Nes
2.5.2,EH,361B,348B,2,5,4,2,8,0,132,209,Fac
2.5.3,GN,B88B,P83J,2,1,0,0,0,0,NA,NA,Nes
2.5.4,AN,P62F,R82G,2,5,4,1,1,0,132,216,Nes
2.5.5,FH,122C,140C,2,4,0,0,0,0,NA,NA,Fac
2.5.6,FJ,121A,331B,2,5,3,1,3,0,132,223,Fac
2.5.7,FV,140B,122B,2,5,1,0,0,0,132,216,Fac
2.5.8,CS,P63A,P31M,2,2,0,0,0,0,NA,NA,Nes
2.5.9,BQ,P71A,R85B,2,5,0,0,0,0,NA,NA,Nes
2.6.1,AX,P29I,Y127B,2,5,1,1,2,0,167,230,Nes
2.6.10,ED,356A,14A,2,1,0,0,0,0,NA,NA,Fac
2.6.11,FB,330A,129B,2,3,0,0,0,0,NA,NA,Fac
2.6.12,AT,P62G,R83E,2,5,0,0,0,0,NA,NA,Nes
2.6.13,CF,P29H,P64F,2,5,1,0,0,0,139,216,Nes
2.6.2,BI,P64L,P83F,2,5,0,0,0,0,NA,NA,Nes
2.6.3,FE,356A,140B,2,5,2,2,2,8,139,216,Fac
2.6.4,AV,B112F,B111D,2,2,0,0,0,0,NA,NA,Nes
2.6.5,GK,331A,32A,2,5,0,0,0,0,NA,NA,Fac
2.6.6,EV,110A,357A,2,5,0,0,0,0,NA,NA,Fac
2.6.7,GI,122D,140D,2,5,0,0,0,0,NA,NA,Fac
2.6.8,XZ,misc,misc,2,5,0,0,0,0,NA,NA,Mis
2.6.9,EY,140B,356A,2,4,0,0,0,0,NA,NA,Fac
2.7.1,CE,P71A,P62H,2,5,4,2,2,0,132,216,Nes
2.7.10,BB,R81E,P29C,2,1,0,0,0,0,NA,NA,Nes
2.7.11,BX,R80D,B53E,2,5,2,0,0,0,160,223,Nes
2.7.12,CV,P63A,P31C,2,5,1,0,0,0,132,223,Nes
2.7.13,GM,P62I,R82D,2,4,1,0,0,0,153,NA,Nes
2.7.2,CR,R80H,P38C,2,5,2,2,7,0,132,209,Nes
2.7.3,XZ,misc,misc,2,5,1,0,0,0,132,NA,Mis
2.7.4,FU,14B,356A,2,3,0,0,0,0,NA,NA,Fac
2.7.5,BV,Y123G,R82K,2,5,0,0,0,0,NA,NA,Nes
2.7.6,BW,P29I,P83I,2,5,2,0,0,0,132,209,Nes
2.7.7,DX,379A,357A,2,1,0,0,0,0,NA,NA,Fac
2.7.8,EX,140A,356A,2,5,1,0,0,0,132,209,Fac
2.7.9,FP,331A,357A,2,5,0,0,0,0,NA,NA,Fac
2.8.1,CL,P62I,P83B,2,3,2,2,3,4,139,216,Nes
2.8.10,BF,P63G,Y123B,2,5,1,1,3,8,132,216,Nes
2.8.11,FG,14A,356A,2,2,0,0,0,0,NA,NA,Fac
2.8.12,CJ,P71A,P83D,2,5,0,0,0,0,NA,NA,Nes
2.8.13,CG,P63F,B86A,2,5,3,1,2,3,132,216,Nes
2.8.2,BY,B22C,P29E,2,5,3,3,5,8,132,209,Nes
2.8.3,AK,B110A,B86E,2,3,0,0,0,0,NA,NA,Nes
2.8.4,EZ,122B,140A,2,5,1,0,0,0,139,216,Fac
2.8.5,AU,B112F,P83E,2,5,0,0,0,0,NA,NA,Nes
2.8.6,FN,120B,337A,2,3,0,0,0,0,NA,NA,Fac
2.8.7,AY,P31G,P62K,2,4,4,2,4,0,132,216,Nes
2.8.8,EA,311A,362A,2,1,0,0,0,0,NA,NA,Fac
2.8.9,ER,122B,14A,2,2,0,0,0,0,NA,NA,Fac
2.9.1,AJ,P63F,P27G,2,5,0,0,0,0,NA,NA,Nes
2.9.10,EC,356A,140A,2,5,3,3,22,11,132,216,Fac
2.9.11,CA,R85A,P62B,2,5,1,1,2,0,132,209,Nes
2.9.12,EN,375A,378A,2,5,0,0,0,0,NA,NA,Fac
2.9.13,EJ,122D,136A,2,1,0,0,0,0,NA,NA,Fac
2.9.2,AZ,B22C,R88H,2,5,0,0,0,0,NA,NA,Nes
2.9.3,ET,337A,130A,2,5,1,1,9,0,132,209,Fac
2.9.4,BH,P62F,R82H,2,5,3,2,19,44,132,209,Nes
2.9.5,GF,337A,330A,2,5,1,0,0,0,132,230,Fac
2.9.6,CI,B110E,P64D,2,5,2,0,0,0,132,NA,Nes
2.9.7,BP,P62I,R82I,2,1,0,0,0,0,NA,NA,Nes
2.9.8,GA,122B,140B,2,5,1,1,2,5,132,209,Fac
2.9.9,GP,P29I,P100E,2,5,1,0,0,0,139,NA,Nes
3.1.1,FM,129B,130A,3,5,1,0,0,0,153,NA,Fac
3.1.10,BI,P64L,P83F,3,4,0,0,0,0,NA,NA,Nes
3.1.11,BZ,Y124D,Y126C,3,5,3,1,2,6,132,209,Nes
3.1.12,CW,B88B,P64B,3,5,4,3,8,9,132,209,Nes
3.1.13,FG,14A,356A,3,5,1,0,0,0,153,NA,Fac
3.1.14,BQ,P71A,R85B,3,5,0,0,0,0,NA,NA,Nes
3.1.15,FV,140B,122B,3,5,1,0,0,0,132,NA,Fac
3.1.16,CB,R83F,P64C,3,5,4,4,54,25,132,209,Nes
3.1.2,CE,P71A,P62H,3,5,3,2,12,9,132,216,Nes
3.1.3,BS,R80D,R84E,3,5,1,0,0,0,NA,NA,Nes
3.1.4,XZ,misc,misc,3,5,3,2,2,1,132,216,Mis
3.1.5,GC,139A,330A,3,5,1,1,1,6,139,223,Fac
3.1.6,BP,P62I,R82I,3,5,2,2,7,0,132,216,Nes
3.1.7,FL,139A,130A,3,5,2,1,1,3,132,216,Fac
3.1.8,CG,P63F,B86A,3,5,1,1,2,0,132,230,Nes
3.1.9,CA,R85A,P62B,3,5,2,1,1,0,146,230,Nes
3.2.1,CV,P63A,P31C,3,5,3,1,1,1,132,216,Nes
3.2.10,FF,136A,356A,3,5,2,2,8,0,139,209,Fac
3.2.11,GH,122C,14C,3,5,0,0,0,0,NA,NA,Fac
3.2.12,ZZ,misc2,misc2,3,2,2,0,0,0,146,NA,Mis
3.2.13,CK,Y123G,P63B,3,5,3,1,1,0,132,209,Nes
3.2.14,BF,P63G,Y123B,3,5,1,1,1,0,132,230,Nes
3.2.15,BD,B22C,P100D,3,5,0,0,0,0,NA,237,Nes
3.2.16,BG,P71A,B57E,3,3,0,0,0,0,NA,NA,Nes
3.2.2,BT,R83F,R85I,3,5,2,2,2,9,132,216,Nes
3.2.3,CT,P27F,B22B,3,5,0,0,0,0,NA,NA,Nes
3.2.4,BL,B112F,Y127D,3,3,1,1,3,2,132,237,Nes
3.2.5,FE,356A,140B,3,5,2,1,2,0,139,209,Fac
3.2.6,BB,R81E,P29C,3,5,2,1,7,0,132,209,Nes
3.2.7,AY,P31G,P62K,3,2,2,0,0,0,146,NA,Nes
3.2.8,CL,P62I,P83B,3,5,3,3,22,26,132,209,Nes
3.2.9,GR,R80H,P71B,3,3,0,0,0,0,NA,NA,Nes
3.3.1,BU,P38H,P64K,3,5,1,1,1,0,146,209,Nes
3.3.10,GF,337A,330A,3,3,0,0,0,0,NA,NA,Fac
3.3.11,CC,R83F,B112E,3,5,2,0,0,0,132,209,Nes
3.3.12,CF,P29H,P64F,3,5,1,1,1,21,132,209,Nes
3.3.13,CR,R80H,P38C,3,5,4,4,26,0,132,209,Nes
3.3.14,BW,P29I,P83I,3,5,0,0,0,0,NA,NA,Nes
3.3.15,DZ,373B,336A,3,5,0,0,0,0,NA,NA,Fac
3.3.16,GI,122D,140D,3,5,0,0,0,0,NA,NA,Fac
3.3.2,CQ,P62I,P63H,3,5,0,0,0,0,NA,NA,Nes
3.3.3,BC,B51C,P63L,3,5,0,0,0,0,NA,NA,Nes
3.3.4,CW,B88B,P64B,3,5,4,1,2,0,132,216,Nes
3.3.5,CQ,P62I,P63H,3,5,3,2,5,0,132,216,Nes
3.3.6,CJ,P71A,P83D,3,5,0,0,0,0,NA,NA,Nes
3.3.7,BN,P63J,R88G,3,5,3,2,3,3,132,209,Nes
3.3.8,GB,11A,31A,3,5,0,0,0,0,NA,NA,Fac
3.3.9,GD,120A,337A,3,5,0,0,0,0,NA,NA,Fac
3.4.1,CP,R84A,B113A,3,5,0,0,0,0,NA,NA,Nes
3.4.10,BE,B22C,P27D,3,5,0,0,0,0,NA,NA,Nes
3.4.11,CU,P63G,P29D,3,5,2,1,3,1,132,223,Nes
3.4.12,GK,331A,32A,3,5,2,0,0,0,132,216,Fac
3.4.13,CM,B22C,P29G,3,5,4,1,3,0,132,202,Nes
3.4.14,BM,P29I,P71D,3,1,0,0,0,0,NA,NA,Nes
3.4.15,FS,24A,362A,3,5,0,0,0,0,NA,NA,Fac
3.4.16,BH,P62F,R82H,3,5,3,0,0,0,132,230,Nes
3.4.2,FH,122C,140C,3,5,1,1,1,0,146,209,Fac
3.4.3,XZ,misc,misc,3,5,0,0,0,0,NA,NA,Mis
3.4.4,BX,R80D,B53E,3,5,4,2,2,4,132,202,Nes
3.4.5,CV,P63A,P31C,3,5,1,0,0,0,146,209,Nes
3.4.6,CD,B110E,B88A,3,5,4,1,1,3,132,209,Nes
3.4.7,CH,R81E,P38D,3,4,2,2,2,0,132,223,Nes
3.4.8,CU,P63G,P29D,3,5,3,2,8,2,132,209,Nes
3.4.9,FT,140A,122B,3,5,3,3,6,10,132,209,Fac
3.5.1,BV,Y123G,R82K,3,5,1,1,3,7,132,209,Nes
3.5.10,GA,122B,140B,3,2,0,0,0,0,NA,NA,Fac
3.5.11,CN,B86B,R88B,3,5,1,0,0,0,132,237,Nes
3.5.12,BK,R84A,P71Fb,3,5,2,1,3,0,132,223,Nes
3.5.13,CI,B110E,P64D,3,5,4,4,29,45,132,209,Nes
3.5.14,FX,122E,136A,3,4,0,0,0,0,NA,NA,Fac
3.5.15,BM,P29I,P71D,3,1,0,0,0,0,NA,NA,Nes
3.5.16,BJ,B110E,B114C,3,5,0,0,0,0,NA,NA,Nes
3.5.2,CQ,P62I,P63H,3,5,2,1,2,7,146,230,Nes
3.5.3,FN,120B,337A,3,5,0,0,0,0,NA,NA,Fac
3.5.4,EG,330A,337A,3,5,1,0,0,0,132,216,Fac
3.5.5,FY,130A,139A,3,5,0,0,0,0,NA,NA,Fac
3.5.6,BR,P62G,Y125G*,3,5,3,2,17,21,132,209,Nes
3.5.7,FW,129A,330A,3,5,3,2,4,0,132,209,Fac
3.5.8,CS,P63A,P31M,3,5,2,1,7,11,132,209,Nes
3.5.9,BY,B22C,P29E,3,2,2,1,2,2,132,223,Nes
4.1.1,CR,R80H,P38C,4,5,3,3,34,30,132,202,Nes
4.1.10,BQ,P71A,R85B,4,5,0,0,0,0,NA,NA,Nes
4.1.11,GR,R80H,P71B,4,5,0,0,0,0,NA,NA,Nes
4.1.2,CL,P62I,P83B,4,5,3,2,9,3,132,209,Nes
4.1.3,CI,B110E,P64D,4,5,5,4,61,24,132,202,Nes
4.1.4,CG,P63F,B86A,4,5,1,1,9,3,139,216,Nes
4.1.5,BC,B51C,P63L,4,5,0,0,0,0,NA,NA,Nes
4.1.6,CP,R84A,B113A,4,5,0,0,0,0,NA,NA,Nes
4.1.7,FU,14B,356A,4,5,0,0,0,0,NA,NA,Fac
4.1.8,CC,R83F,B112E,4,5,2,0,0,0,132,NA,Nes
4.1.9,BS,R80D,R84E,4,5,0,0,0,0,NA,NA,Nes
4.2.1,BY,B22C,P29E,4,5,3,1,3,0,132,230,Nes
4.2.10,CK,Y123G,P63B,4,5,4,3,18,27,132,209,Nes
4.2.11,BX,R80D,B53E,4,3,0,0,0,0,NA,NA,Nes
4.2.2,CM,B22C,P29G,4,5,5,3,61,23,132,209,Nes
4.2.3,BU,P38H,P64K,4,5,1,1,3,0,132,223,Nes
4.2.4,CJ,P71A,P83D,4,5,0,0,0,0,NA,NA,Nes
4.2.5,BM,P29I,P71D,4,5,0,0,0,0,NA,NA,Nes
4.2.6,CP,R84A,B113A,4,4,0,0,0,0,NA,NA,Nes
4.2.7,CU,P63G,P29D,4,5,4,2,17,26,132,202,Nes
4.2.8,BR,P62G,Y125G*,4,5,2,2,20,9,132,209,Nes
4.2.9,CE,P71A,P62H,4,5,3,1,7,0,132,209,Nes
4.3.1,CF,P29H,P64F,4,5,0,0,0,0,NA,NA,Nes
4.3.10,CA,R85A,P62B,4,5,0,0,0,0,NA,NA,Nes
4.3.11,BJ,B110E,B114C,4,4,0,0,0,0,NA,NA,Nes
4.3.2,GK,331A,32A,4,5,0,0,0,0,NA,NA,Fac
4.3.3,GD,120A,337A,4,5,1,1,5,1,139,223,Fac
4.3.4,GC,139A,330A,4,5,3,2,14,2,139,216,Fac
